Accuracy,Accuracy_sd,Ratio,Ratio_sd,model,datasets
0.61879464362443,0.363474372303498,0.0446659857063702,0.0263624528167313,PASTE,DLPFC_sample1
NA,NA,NA,NA,STalign,DLPFC_sample1
0.276336904046694,0.227896226918177,1.74973964197883,1.92199935878194,Banksy,DLPFC_sample1
0.150344849348958,0.0553881360479919,1.95459247100722,0.931708644733868,CellCharter,DLPFC_sample1
0.282871666897136,0.205657168590845,1.96098205914372,2.49650238195097,CN,DLPFC_sample1
NA,NA,NA,NA,GraphST,DLPFC_sample1
0.2364183557981,0.103844252463424,1.37912777123017,0.582343753542796,MENDER,DLPFC_sample1
NA,NA,NA,NA,NicheCompass,DLPFC_sample1
0.147897964142272,0.170683025745151,2.38399644450614,1.42340317913517,PRECAST,DLPFC_sample1
0.549010336786741,0.430238880321648,1.57172656085638,2.62707120956456,Spado,DLPFC_sample1
0.446842777638489,0.337227416086041,1.64940362504549,2.68375089111467,SPIRAL,DLPFC_sample1
0.257938769752448,0.186415942703744,2.16684165235658,2.08816484341215,STAIG,DLPFC_sample1
0.401047991337667,0.363367163217791,0.911965562808873,0.760047622922905,STAligner,DLPFC_sample1
0.843522858890208,0.0506916896753303,0.124922181672262,0.121754958735159,SPACEL_Banksy,DLPFC_sample1
0.828459691869398,0.0310798319661538,0.121983284709996,0.139357350431707,SPACEL_CellCharter,DLPFC_sample1
0.810008579740353,0.0359315720535151,0.11370041810715,0.129679294608408,SPACEL_CN,DLPFC_sample1
0.237439245609615,0.0731940287277973,0.79911165040058,0.194888188060423,SPACEL_GraphST,DLPFC_sample1
0.742984210179635,0.186929333899289,0.125343929937115,0.133191824418296,SPACEL_MENDER,DLPFC_sample1
NA,NA,NA,NA,SPACEL_NicheCompass,DLPFC_sample1
0.825784608879327,0.0664568638440622,0.12745898188917,0.124181321535973,SPACEL_PRECAST,DLPFC_sample1
0.829421178540413,0.0388676031765473,0.117214702867127,0.126335625607444,SPACEL_Spado,DLPFC_sample1
0.826105688080204,0.0576997307732695,0.112122592580583,0.122300991854119,SPACEL_SPIRAL,DLPFC_sample1
0.838647835199691,0.0441131617418922,0.123872030162199,0.12059237360586,SPACEL_STAIG,DLPFC_sample1
0.837682578263684,0.0416651752135954,0.130853004197057,0.117252960503652,SPACEL_STAligner,DLPFC_sample1
0.813548591490424,0.148021849622462,0.0744269541713649,0.0435156228414533,PASTE,DLPFC_sample2
NA,NA,NA,NA,STalign,DLPFC_sample2
0.854192366654514,0.0466455206828273,0.274859547039886,0.11491972176348,Banksy,DLPFC_sample2
0.771455710831208,0.0386455700924792,0.183253728471419,0.0770062603608356,CellCharter,DLPFC_sample2
0.376470014010075,0.300187036081249,1.16512467430408,0.918808349999431,CN,DLPFC_sample2
0.791418497279064,0.121355780607949,0.117018236983662,0.0493313938274414,GraphST,DLPFC_sample2
0.592990795794856,0.257640363495626,0.54946308539735,0.496109526442957,MENDER,DLPFC_sample2
NA,NA,NA,NA,NicheCompass,DLPFC_sample2
0.354183025774073,0.202939439324201,1.56384693472496,1.01554643711512,PRECAST,DLPFC_sample2
0.791586731872373,0.121485861468688,0.11657457192342,0.0499860455906218,Spado,DLPFC_sample2
0.811080353525919,0.080018184865709,0.277779068496716,0.0840748032044377,SPIRAL,DLPFC_sample2
0.727492252474986,0.114684982790234,0.286756658489291,0.211492182280857,STAIG,DLPFC_sample2
0.587257802981696,0.305301506493688,3.15828750614641,2.87659843278964,STAligner,DLPFC_sample2
0.869030832868331,0.0260467204125886,0.190894391385183,0.0907471834311725,SPACEL_Banksy,DLPFC_sample2
0.895887078013067,0.0182524471575583,0.133726093783368,0.0511836875073921,SPACEL_CellCharter,DLPFC_sample2
0.88900242903393,0.0314101705180692,0.12369737445078,0.0530077682596892,SPACEL_CN,DLPFC_sample2
0.80579590782252,0.105339032060329,0.111852231463932,0.040960602035057,SPACEL_GraphST,DLPFC_sample2
0.849499158915977,0.0195780181445,0.149687262750833,0.0511037047369622,SPACEL_MENDER,DLPFC_sample2
NA,NA,NA,NA,SPACEL_NicheCompass,DLPFC_sample2
0.886968343407264,0.0282003712643233,0.146260426782222,0.0375002946494023,SPACEL_PRECAST,DLPFC_sample2
0.838402627532139,0.0723426284567601,0.274728050461724,0.168135133315092,SPACEL_Spado,DLPFC_sample2
0.865593323297351,0.0354072103640855,0.148805181904703,0.0804413717251151,SPACEL_SPIRAL,DLPFC_sample2
0.84019330676847,0.0184984577674952,0.161561053210323,0.0561197791623752,SPACEL_STAIG,DLPFC_sample2
0.867391858210666,0.0406974027998098,0.153360410982096,0.0800310966840551,SPACEL_STAligner,DLPFC_sample2
0.846738946980023,0.0237807239760791,0.0955791484696141,0.0522074452383856,PASTE,DLPFC_sample3
NA,NA,NA,NA,STalign,DLPFC_sample3
0.572141073478476,0.118427801280844,0.396545397792592,0.221883885683409,Banksy,DLPFC_sample3
0.613613593822753,0.103116360860234,0.266451784446144,0.111915497488674,CellCharter,DLPFC_sample3
0.276000125380239,0.283707533415204,1.31740154403477,0.908305911239511,CN,DLPFC_sample3
0.757301706531121,0.0694487178726726,0.150396950029439,0.0928075432237492,GraphST,DLPFC_sample3
0.37292349656815,0.211173705210499,1.29363379409396,0.945408856986602,MENDER,DLPFC_sample3
NA,NA,NA,NA,NicheCompass,DLPFC_sample3
0.514078041549871,0.300108421166296,0.770259477046694,0.608915340090422,PRECAST,DLPFC_sample3
0.429396957058484,0.183243509137831,0.813792653061404,0.35421250672014,Spado,DLPFC_sample3
0.607085021046322,0.168052928130943,0.323788408924561,0.230667504595748,SPIRAL,DLPFC_sample3
0.53800668087097,0.0181594122400189,0.443140765414233,0.0891979225858708,STAIG,DLPFC_sample3
0.731961359942858,0.0603762755188898,0.210809060164242,0.133123080534106,STAligner,DLPFC_sample3
0.876128728528412,0.0157831139863853,0.102561075943724,0.0329713790420856,SPACEL_Banksy,DLPFC_sample3
0.859736659022136,0.0208066082771013,0.115312191786437,0.0671592124667786,SPACEL_CellCharter,DLPFC_sample3
0.858157149949938,0.0213644253428577,0.100064775847408,0.05876412657972,SPACEL_CN,DLPFC_sample3
0.745060815277186,0.0773167587325766,0.156315239480977,0.0961246680057844,SPACEL_GraphST,DLPFC_sample3
0.848748657099799,0.036687329355249,0.112241067136978,0.0488884831435212,SPACEL_MENDER,DLPFC_sample3
NA,NA,NA,NA,SPACEL_NicheCompass,DLPFC_sample3
0.865204907935409,0.00535516044698658,0.0962797986656064,0.0549008958459707,SPACEL_PRECAST,DLPFC_sample3
0.860373178227118,0.0214924435120641,0.0993933277857865,0.0479453508764837,SPACEL_Spado,DLPFC_sample3
